;FILE_PATH;ORIG_CLASSES;GAUSS_SSIM;GAUSS_CLASSES;BLUR_SSIM;BLUR_CLASSES;GRAYSCALE_SSIM;GRAYSCALE_CLASSES;NEGATIVE_SSIM;NEGATIVE_CLASSES;ZOOM_SSIM;ZOOM_CLASSES;TOP_1_ACCURACYMEAN_CONFIDENCE_DROP
0;train/n01440764/n01440764_9973.JPEG;[('tench', np.float32(0.99995816)), ('barracouta', np.float32(3.8134374e-05)), ('reel', np.float32(2.0137809e-06)), ('ear', np.float32(5.738832e-07)), ('coho', np.float32(4.905819e-07))];41.51533249240389;[('tench', np.float32(0.3455428)), ('ear', np.float32(0.30518538)), ('barracouta', np.float32(0.2095727)), ('corn', np.float32(0.061661758)), ('flute', np.float32(0.012398743))];36.40970247034653;[('tench', np.float32(0.9991404)), ('barracouta', np.float32(0.0004470194)), ('ear', np.float32(0.0001259816)), ('coho', np.float32(8.326043e-05)), ('reel', np.float32(4.1763524e-05))];88.5037673289156;[('tench', np.float32(0.49270076)), ('cowboy_boot', np.float32(0.13979916)), ('rugby_ball', np.float32(0.06972279)), ('swing', np.float32(0.026005765)), ('reel', np.float32(0.02431028))];-65.6669844695014;[('feather_boa', np.float32(0.15323886)), ('fountain', np.float32(0.09873448)), ('bonnet', np.float32(0.08022548)), ('power_drill', np.float32(0.051052984)), ('breastplate', np.float32(0.048825257))];6.800240178080581;[('tench', np.float32(0.999998)), ('barracouta', np.float32(1.4323721e-06)), ('reel', np.float32(2.255894e-07)), ('zucchini', np.float32(2.2090565e-07)), ('coho', np.float32(1.3559918e-07))];0.8
1;train/n01440764/n01440764_9966.JPEG;[('tench', np.float32(0.9990964)), ('barracouta', np.float32(0.00062493386)), ('jackfruit', np.float32(0.0002501079)), ('gar', np.float32(9.902427e-06)), ('sturgeon', np.float32(4.7668173e-06))];34.79617494365654;[('tench', np.float32(0.9822735)), ('ice_bear', np.float32(0.006647066)), ('miniature_poodle', np.float32(0.0012003675)), ('eel', np.float32(0.0010093899)), ('sturgeon', np.float32(0.0010038221))];58.46969334588451;[('tench', np.float32(0.9994134)), ('barracouta', np.float32(0.0004551634)), ('gar', np.float32(3.775793e-05)), ('coho', np.float32(2.0723824e-05)), ('sturgeon', np.float32(1.6928037e-05))];88.04702408421248;[('tench', np.float32(0.99832374)), ('barracouta', np.float32(0.0015595751)), ('gar', np.float32(8.878453e-05)), ('puffer', np.float32(1.7955648e-05)), ('eel', np.float32(2.6122514e-06))];-41.838226108149875;[('feather_boa', np.float32(0.58066756)), ('puffer', np.float32(0.12216981)), ('toy_poodle', np.float32(0.026093658)), ('wig', np.float32(0.02589857)), ('jellyfish', np.float32(0.015355945))];18.371136473807717;[('tench', np.float32(0.9974775)), ('barracouta', np.float32(0.0018153654)), ('gar', np.float32(0.0002778216)), ('jackfruit', np.float32(0.00019003931)), ('sturgeon', np.float32(4.2645774e-05))];0.8
2;train/n01440764/n01440764_9939.JPEG;[('tench', np.float32(0.99539244)), ('barracouta', np.float32(0.0037434269)), ('coho', np.float32(0.0007237516)), ('gar', np.float32(8.2892904e-05)), ('sturgeon', np.float32(4.3772397e-05))];30.229193183664066;[('brown_bear', np.float32(0.3959215)), ('tench', np.float32(0.26995254)), ('American_black_bear', np.float32(0.11614444)), ('vizsla', np.float32(0.029960072)), ('coho', np.float32(0.024671717))];55.98187258723159;[('tench', np.float32(0.9913395)), ('barracouta', np.float32(0.0058302027)), ('coho', np.float32(0.0020309107)), ('gar', np.float32(0.0002922667)), ('sturgeon', np.float32(0.0002805883))];96.28467266959726;[('coho', np.float32(0.7425575)), ('barracouta', np.float32(0.12487784)), ('tench', np.float32(0.08804942)), ('sturgeon', np.float32(0.01187892)), ('military_uniform', np.float32(0.011361254))];-65.3685775184628;[('altar', np.float32(0.1333515)), ('fountain', np.float32(0.12121655)), ('perfume', np.float32(0.11151236)), ('vestment', np.float32(0.055877812)), ('cloak', np.float32(0.033668585))];9.392367467077928;[('tench', np.float32(0.99990034)), ('barracouta', np.float32(7.850224e-05)), ('coho', np.float32(1.6430498e-05)), ('gar', np.float32(2.4257465e-06)), ('sturgeon', np.float32(2.0018317e-06))];0.4
3;train/n01440764/n01440764_993.JPEG;[('tench', np.float32(0.781498)), ('barracouta', np.float32(0.12641978)), ('reel', np.float32(0.031510387)), ('coho', np.float32(0.014859318)), ('gar', np.float32(0.009156132))];29.85693573415401;[('malamute', np.float32(0.30613583)), ('jigsaw_puzzle', np.float32(0.09382772)), ('skunk', np.float32(0.055503946)), ('rifle', np.float32(0.038195644)), ('badger', np.float32(0.036940414))];44.80648379066689;[('tench', np.float32(0.25705686)), ('mountain_tent', np.float32(0.22578566)), ('barracouta', np.float32(0.06863183)), ('mousetrap', np.float32(0.059311923)), ('reel', np.float32(0.037003126))];93.58043282929552;[('reel', np.float32(0.3982535)), ('hatchet', np.float32(0.064424135)), ('park_bench', np.float32(0.049934007)), ('television', np.float32(0.03075927)), ('rifle', np.float32(0.029263718))];-55.50988753187037;[('breastplate', np.float32(0.7899315)), ('mask', np.float32(0.06831865)), ('cuirass', np.float32(0.030492395)), ('comic_book', np.float32(0.01741143)), ('crash_helmet', np.float32(0.009197445))];6.848549915976204;[('tench', np.float32(0.9826089)), ('barracouta', np.float32(0.014851079)), ('gar', np.float32(0.0016688417)), ('coho', np.float32(0.0006392705)), ('sturgeon', np.float32(0.00015445183))];0.4
4;train/n01440764/n01440764_9929.JPEG;[('tench', np.float32(0.99897134)), ('barracouta', np.float32(0.00030591062)), ('tailed_frog', np.float32(0.00014762007)), ('platypus', np.float32(0.00014494677)), ('bullfrog', np.float32(4.7015972e-05))];26.760093656079313;[('tench', np.float32(0.487557)), ('badger', np.float32(0.17105721)), ('armadillo', np.float32(0.09285013)), ('electric_ray', np.float32(0.06339762)), ('stingray', np.float32(0.0261728))];51.496376870963715;[('tench', np.float32(0.84061205)), ('mongoose', np.float32(0.024148552)), ('polecat', np.float32(0.023616591)), ('common_newt', np.float32(0.012986686)), ('tailed_frog', np.float32(0.00795963))];96.55510271916675;[('tench', np.float32(0.98526996)), ('armadillo', np.float32(0.0041880314)), ('barracouta', np.float32(0.0018662586)), ('coho', np.float32(0.0015345744)), ('badger', np.float32(0.0012546184))];-62.15387457794866;[('platypus', np.float32(0.3637657)), ('badger', np.float32(0.18028688)), ('wild_boar', np.float32(0.08064135)), ('hog', np.float32(0.07423279)), ('weasel', np.float32(0.043520465))];14.088066392544052;[('tench', np.float32(0.99967825)), ('platypus', np.float32(0.00014929577)), ('barracouta', np.float32(8.99095e-05)), ('tailed_frog', np.float32(1.9150633e-05)), ('polecat', np.float32(9.688312e-06))];0.8
5;train/n01440764/n01440764_9914.JPEG;[('tench', np.float32(0.9843434)), ('jean', np.float32(0.0013253344)), ('pug', np.float32(0.0012613048)), ('wool', np.float32(0.0011331617)), ('black-footed_ferret', np.float32(0.000931245))];24.14612203740358;[('black-footed_ferret', np.float32(0.39931902)), ('Siamese_cat', np.float32(0.10458617)), ('West_Highland_white_terrier', np.float32(0.061995164)), ('Pekinese', np.float32(0.03258033)), ('Lhasa', np.float32(0.022296697))];42.736079265185516;[('earthstar', np.float32(0.13226159)), ('triceratops', np.float32(0.08813514)), ('conch', np.float32(0.060331613)), ('puffer', np.float32(0.049756337)), ('tench', np.float32(0.039051097))];98.40818527753203;[('wool', np.float32(0.214149)), ('mosquito_net', np.float32(0.12033079)), ('black-footed_ferret', np.float32(0.11497253)), ('nipple', np.float32(0.07397066)), ('tench', np.float32(0.053560946))];-43.07814985485712;[('electric_ray', np.float32(0.19740587)), ('mosquito_net', np.float32(0.09635513)), ('nipple', np.float32(0.05182044)), ('isopod', np.float32(0.039727904)), ('window_screen', np.float32(0.03935775))];20.563998338016376;[('tench', np.float32(0.93823993)), ('rock_beauty', np.float32(0.007464388)), ('pug', np.float32(0.0045481133)), ('black-footed_ferret', np.float32(0.00349455)), ('polecat', np.float32(0.0034378646))];0.2
6;train/n01440764/n01440764_9898.JPEG;[('tench', np.float32(0.9977367)), ('barracouta', np.float32(0.0018867607)), ('coho', np.float32(0.00027089647)), ('gar', np.float32(1.8182578e-05)), ('sturgeon', np.float32(1.4083289e-05))];57.136065396876766;[('assault_rifle', np.float32(0.24110585)), ('harmonica', np.float32(0.058510885)), ('oboe', np.float32(0.030702876)), ('redbone', np.float32(0.026630664)), ('flute', np.float32(0.024293613))];73.86950985135202;[('thresher', np.float32(0.27103752)), ('ski', np.float32(0.16931243)), ('chain_saw', np.float32(0.066018164)), ('milk_can', np.float32(0.04118772)), ('tench', np.float32(0.034559917))];93.8288311597766;[('assault_rifle', np.float32(0.70708334)), ('rifle', np.float32(0.06281709)), ('bulletproof_vest', np.float32(0.058111504)), ('pickelhaube', np.float32(0.029666247)), ('binoculars', np.float32(0.024947982))];-37.17507536615396;[('oxygen_mask', np.float32(0.66355336)), ('screen', np.float32(0.049875684)), ('television', np.float32(0.042387925)), ('plastic_bag', np.float32(0.03976334)), ('home_theater', np.float32(0.03058176))];28.334172220255894;[('tench', np.float32(0.9995665)), ('barracouta', np.float32(0.00041700582)), ('sturgeon', np.float32(7.7934665e-06)), ('gar', np.float32(2.5571214e-06)), ('coho', np.float32(2.0276486e-06))];0.2
7;train/n01440764/n01440764_9893.JPEG;[('tench', np.float32(0.9985763)), ('eel', np.float32(0.0002175486)), ('coho', np.float32(0.00017291735)), ('bolete', np.float32(0.00013070961)), ('sea_cucumber', np.float32(0.00012762997))];37.96945732066257;[('coho', np.float32(0.53754747)), ('suspension_bridge', np.float32(0.11372441)), ('tench', np.float32(0.086650506)), ('swing', np.float32(0.08526913)), ('chain_saw', np.float32(0.022102319))];56.97738068087902;[('tench', np.float32(0.9978802)), ('swing', np.float32(0.0011319206)), ('zucchini', np.float32(0.00027577166)), ('jackfruit', np.float32(0.000103849525)), ('gar', np.float32(4.926879e-05))];97.96393849399102;[('swing', np.float32(0.16131496)), ('tench', np.float32(0.15553713)), ('water_jug', np.float32(0.12992392)), ('fountain', np.float32(0.083768554)), ('cucumber', np.float32(0.0794337))];-64.71107466962209;"[('water_jug', np.float32(0.19904268)), ('gown', np.float32(0.17692842)), (""potter's_wheel"", np.float32(0.121967316)), ('overskirt', np.float32(0.06803557)), ('perfume', np.float32(0.05341922))]";12.004841164310767;[('tench', np.float32(0.9992054)), ('barracouta', np.float32(0.0006179203)), ('coho', np.float32(0.00013997631)), ('gar', np.float32(1.2210995e-05)), ('bolete', np.float32(4.4284334e-06))];0.4
8;train/n01440764/n01440764_9885.JPEG;[('tench', np.float32(0.9994418)), ('barracouta', np.float32(0.00055202015)), ('gar', np.float32(1.2855147e-06)), ('sturgeon', np.float32(3.9491397e-07)), ('eel', np.float32(3.5988722e-07))];28.41728549944374;[('tench', np.float32(0.8462465)), ('barracouta', np.float32(0.07161001)), ('vestment', np.float32(0.03866889)), ('chain_mail', np.float32(0.00544354)), ('jackfruit', np.float32(0.0029642496))];53.94640561081271;[('tench', np.float32(0.9999926)), ('barracouta', np.float32(6.8288023e-06)), ('reel', np.float32(1.0760039e-07)), ('croquet_ball', np.float32(8.181218e-08)), ('squirrel_monkey', np.float32(6.805806e-08))];93.0787512399908;[('tench', np.float32(0.988453)), ('barracouta', np.float32(0.008713629)), ('coho', np.float32(0.0013915838)), ('barrel', np.float32(0.00023584736)), ('military_uniform', np.float32(0.00016628818))];-47.84530708586967;[('fountain', np.float32(0.8315739)), ('mosquito_net', np.float32(0.031315163)), ('hoopskirt', np.float32(0.016212067)), ('perfume', np.float32(0.0074817524)), ('overskirt', np.float32(0.0074512726))];11.948905826141194;[('tench', np.float32(0.9978473)), ('barracouta', np.float32(0.002087805)), ('gar', np.float32(5.287481e-05)), ('coho', np.float32(1.693437e-06)), ('armadillo', np.float32(1.6603155e-06))];0.8
9;train/n01440764/n01440764_9875.JPEG;[('tench', np.float32(0.8856298)), ('eel', np.float32(0.053411327)), ('banana', np.float32(0.013329549)), ('barracouta', np.float32(0.00843597)), ('pineapple', np.float32(0.004622072))];19.542534658853594;[('conch', np.float32(0.18237108)), ('book_jacket', np.float32(0.12447794)), ('tench', np.float32(0.052731603)), ('Italian_greyhound', np.float32(0.03022941)), ('Granny_Smith', np.float32(0.027271368))];84.52370220867103;[('artichoke', np.float32(0.7251514)), ('tench', np.float32(0.18910411)), ('pineapple', np.float32(0.011172491)), ('banana', np.float32(0.00966231)), ('ear', np.float32(0.009068992))];90.47931079838546;[('tench', np.float32(0.78542185)), ('butcher_shop', np.float32(0.07253114)), ('coho', np.float32(0.034266938)), ('mushroom', np.float32(0.025646277)), ('eel', np.float32(0.021601602))];-15.593588451996604;[('snorkel', np.float32(0.15445818)), ('dugong', np.float32(0.09595471)), ('anemone_fish', np.float32(0.059461486)), ('shower_curtain', np.float32(0.040597457)), ('sea_anemone', np.float32(0.039287567))];24.298365598060283;[('tench', np.float32(0.7299943)), ('barracouta', np.float32(0.10981219)), ('eel', np.float32(0.090857446)), ('coho', np.float32(0.025073303)), ('gar', np.float32(0.015261894))];0.4
